ID,成语,拼音,释义,例句,出处,来源说明,许可证,自动审核结果,人工审核状态
source-240,褒贬与夺,bǎo biǎn yǔ duó,与夺给予或夺取。指对人或事物给予赞扬或批评。,若使修著一代之典，～，诚一时之俊也。★《晋书·祖逖传》,晋·葛洪《抱朴子·外篇自叙》每见世人有好论人物者，比方伦匹，未必当允，而褒贬与夺，或失准格。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-241,褒善贬恶,bāo shàn biǎn è,褒赞扬；贬批评。对好人好事加以赞扬；对坏人坏事加以斥责。指分清善恶，提出公正的评价。,其中～，尊君抑经，内夏外夷，正名谨分，也不是等闲的文字也。★明·桑绍良《独乐园》第一折,宋·邵博《闻见后录》君子为小人所胜抑者，不过禄位耳。惟有三四寸管子，向口角头褒善贬恶，使善人贵、恶人贱，善人生、恶人死。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-242,褒衣博带,bāo yī bó dài,褒、博形容宽大。着宽袍，系阔带。指古代儒生的装束。,～进贤冠，礼乐东方万国看。★清·黄遵宪《续怀人》诗,《汉书·隽不疑传》褒衣博带，盛服至门上谒。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-243,薄寒中人,bó hán zhòng rén,薄寒轻微的寒气。中人伤人。指轻微的寒气也能伤害人的身体。也比喻人在衰老或患难之中时经不住轻微的打击。,～老可畏，热酒浇肠气先压。★宋·苏轼《九月黄楼作》,《楚辞·九辩》憯凄增欷兮，薄寒之中人。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-244,宝山空回,bǎo shān kōng huí,走进到处是宝物的山里，却空手出来。比喻根据条件，本来应该有丰富的收获，却一无所得（多指求知）。,海外有两句口号道刘好若临歧舌不知韵，如入宝山空手回。”★清·李汝珍《镜花缘》第二十八回,《大乘本生心地观经·离世间品》如人无手，虽至宝山，终无所得。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-245,饱经风霜,bǎo jīng fēng shuāng,饱充分；经经历；风霜比喻艰难困苦。形容经历过长期的艰难困苦的生活和斗争。,人们那被晒黑的～的脸上，显出严肃而紧张的神情。★冯德英《苦菜花》第一章,清·孔尚任《桃花扇》第二十一出鸡皮瘦损，看饱经雪霜，丝鬓如银。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-246,饱食暖衣,bǎo shí nuǎn yī,饱食吃得饱；暖衣穿得暖。形容生活宽裕，衣食丰足。,今为若计，欲舞文乱法，快意一时，而身陷刑戮乎？欲守公奉法，～，与妻子处乎？★清·王晫《今世说·政事》,《孟子·滕文公上》人之有道也饱食暖衣，逸居而无教，则近于禽兽。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-247,饱食终日,bǎo shí zhōng rì,终日整天。整天吃饱饭，不动脑筋，不干什么正经事。,人如果～，无所用心，那是最没有出息的。,《论语·阳货》饱食终日，无所用心，难矣哉！”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-248,保残守缺,bǎo cán shǒu quē,①指汉代今文经学派儒生墨守残缺不全的今文经典而拘执一家之言◇常用以比喻泥古守旧，不知改进。②指保藏残缺的古籍文献。,两汉而下，维多～之人，六经所传，未有继往开来之哲。★清·顾炎武《华阴县朱子祠堂上梁文》,《汉书·刘歆传》信口说而背传记，是末师而非往古……犹欲保残守缺，挟恐见破之私意，而无从善服义之公心，或怀妒嫉，不考情实，雷同相从，随声是非，抑此三学。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-249,报李投桃,bào lǐ tóu táo,意思是他送给我桃儿，我以李子回赠他。比喻友好往来或互相赠送东西。,只指望～，那顾他祀佛看经。★明·高濂《玉簪记·诳告》,《诗经·大雅·抑》投我以桃，报之以李。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-250,抱布贸丝,bào bù mào sī,布古代一种货币；贸买卖。带了钱，来买丝。借指和女子接近。亦指进行商品交易。,今羞无语自沉吟，咫尺相思万里心。～君亦误，知音尽付七弦琴。★明·洪榝《清平山堂话本·风月瑞仙亭》,《诗经·卫风·氓》氓之蚩蚩，抱布贸丝。匪来贸丝，来即我谋。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-251,抱残守缺,bào cán shǒu quē,抱着残缺陈旧的东西不放。形容思想保守，不求改进。,这些似乎都是～，汇集众说而成。★朱自清《经典常谈·周易第二》,参见保残守缺”。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-252,抱残守阙,bào cán shǒu quē,①守着残缺的东西不放。形容思想保守，不接受新事物。②谓笃守古学古道。③喻在条件很差的情况下坚持着做。,在新产品、新设备、新工艺、新材料竞相涌现的今天，任何一个企业，如果～，不注意品种质量，将会走投无路。★《人民日报》1981.4.2,清·江藩《汉学师承记·顾炎武》二君以瑰异之质，负经世之才……岂若抱残守阙之俗儒，寻章摘句之世士也哉？”阙，一本作缺”。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-253,抱成一团,bào chéng yī tuán,保持一致，行动起来像一个人。形容关系极为亲密。,他们相互～，结党营私。,程树榛《大学时代》刘向明和另外两人，抱成一团，异想天开地搞什么科学研究，在同学中造成很坏的影响。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-254,抱打不平,bào dǎ bù píng,遇见不公平的事，挺身而出，帮助受欺负的一方。,不瞒两位说，老汉平生，最喜欢劫副教授济贫抑强扶弱～。★清·曾朴《孽海花》第三十五回,清·曹雪芹《红楼梦》第四十五回气的我只有替平儿打抱不平。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-255,抱负不凡,bào fù bù fán,抱负远大的志向。指有远大的志向，不同一般。,雨村兄真～也。★清·曹雪芹《红楼梦》第一回,宋·楼钥《绩溪县尉楼君墓志铭》念吾兄抱负不凡，不见于用。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-256,抱关击柝,bào guān jī tuò,柝木梆；抱关守关；击柝打更巡夜。守关巡夜的人。比喻职位卑下。,宜乎辞尊而居卑，辞富而居贫，若～者可也。★唐·韩愈《争臣论》,《孟子·万章下》为贫者，辞尊居卑，辞富居贫。辞尊居卑，辞富居贫，恶乎宜乎？抱关击柝。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-257,抱恨终天,bào hèn zhōng tiān,恨悔恨；终天终身。旧指因父母去世而一辈子感到悲痛。现指因做错某事而后悔一辈子。,今老母已丧，～，身虽在彼，誓不为设一谋。★明·罗贯中《三国演义》第四十一回,明·凌濛初《初刻拍案惊奇》卷十八丹客住了哭，对富翁道‘本待与主翁完成美事，少尽报效之心，论证知遭此大变，抱恨终天！’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-258,抱火厝薪,bào huǒ cuò xīn,厝同措”，置放。薪柴火。把火放在柴草底下。比喻危机即将出现。,汉文之世，九州晏然，贾谊独以为如抱火厝于积薪之下而寝其上。★《资治通鉴·世祖武皇帝泰始三年》,语出《汉书·贾谊传》夫抱火厝之积薪之下而寝其上，火未及燃，因谓之安，方今之势，何以异此？”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-259,抱火卧薪,bào huǒ wò xīn,比喻处境险恶，而不自知。或指险事即将出现。,谊之所欲痛哭，比今为缓；～之喻，于今而急。★《三国志·吴志·华覈传》,语出汉·贾谊《新书·数宁》夫抱火厝之积薪之下，而寝其上，火未及燃，因谓之安，偷安者也。方今之势，何以异此？”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-260,抱头鼠窜,bào tóu shǔ cuàn,抱着头，象老鼠那样惊慌逃跑。形容受到打击后狼狈逃跑。,吓得这些人一个个～而逃。★清·李宝嘉《文明小史》第九回,《汉书·蒯通传》始常山王、成安君故相与为刎颈之交，及争张黡、陈释之事，常山王奉头鼠窜，以归汉王。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-261,豹死留皮,bào sǐ liú pí,豹子死了，皮留在世间。比喻将好名声留传于后世。,则其人肉体虽死，精神永生。俗语说‘人死留名，～’，也就是这个意思。★冯玉祥《我的生活》第三十八章,《新五代史·王彦章传》豹死留皮，人死留名。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-262,鲍鱼之肆,bào yú zhī sì,鲍咸鱼；肆店铺。卖咸鱼的店。比喻坏人成堆的地方。,智者见智，仁者见仁，入～，而不自知其臭，其斯之谓乎？★清·忧患余生《〈官场现形记〉序》,汉·刘向《说苑·杂言》与恶人居，如入鲍鱼之肆，久而不闻其臭，亦与之化矣。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-263,暴风骤雨,bào fēng zhòu yǔ,暴、骤急速，突然。又猛又急的大风雨。比喻声势浩大，发展急速而猛烈。,有雌雄二鸟，原在一处同飞，忽被～惊散。★明·吴承恩《西游记》第六十九回,《老子》第二十三章故飘风不终朝，骤雨不终日。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-264,暴虎冯河,bào hǔ píng hé,暴虎空手搏虎；冯河涉水过河。比喻有勇无谋，鲁莽冒险。,俺张孔目怎还肯缘木求鱼，鲁斋郎他可敢～？★元·关汉卿《鲁斋郎》第四折,《诗经·小雅·小昮》不敢暴虎，不敢冯河；人知其一，莫知其他。”《论语·述而》暴虎冯河，死而无悔者，吾不与也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-265,暴戾恣睢,bào lì zì suī,暴戾凶恶、残暴；恣睢任意做坏事。形容凶残横暴，想怎么干就怎么干。,这位新官，或是慈祥恺恻，叫人感恩；或是暴戾瓷睢，叫人畏惧，做书的人，都不暇细表。★清·李宝嘉《文明小史》第十二回,《史记·伯夷列传》暴戾恣雎，聚党数千人，横行天下。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-266,暴腮龙门,pù sāi lóng mén,象鱼仰望龙门而不得上一样。科举时代比喻应进士试不第，后也比喻生活遭遇挫折，处境窘迫。,江海大鱼集门下，不得上；上即为龙。故云‘～，垂耳辕下。’★明·李贽《初潭集·师友六》,《太平御览》卷四十引《辛氏三秦记》河津一名龙门，巨灵迹犹在，去长安九百里。江海大鱼洎集门下数千，不得上，上则为龙，故云暴腮龙门。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-267,暴殄天物,bào tiǎn tiān wù,暴损害，糟蹋；殄灭绝；天物指自然生物。原指残害灭绝天生万物◇指任意糟蹋东西，不知爱惜。,既有许多值钱有东西，任人作践了，也似乎～。★清·曹雪芹《红楼梦》第五十六回,《尚书·武成》今商王受无道，暴殄天物，害虐焌民。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-268,暴跳如雷,bào tiào rú léi,暴暴烈，急躁。急怒叫跳，象打雷一样猛烈。形容又急又怒，大发脾气的样子。,他哥哥知道了，气得～。叫了他去骂。★清·吴趼人《二十年目睹之怪现状》第二十三回,《古诗为焦仲卿妻作》我有亲父兄，性行暴如雷。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-269,暴衣露盖,pù yī lù gài,日晒衣裳，露湿车盖。形容奔波劳碌。暴，晒。,陛下～，栉风沐雨，曾不顾惜此。★明·杨慎《丁丑封事》,《史记·萧相国世家》鲍生谓丞相曰‘王暴衣露盖，数使使劳苦君者，有疑君心也。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-270,暴衣露冠,pù yī lù guàn,日晒衣裳，露湿冠冕。形容奔波劳碌。暴，晒。,足下甚苦，～，将兵助楚讨不义，足不何不自喜也？臣原以事见，而曰‘吾方以天下为事，未暇见儒人也’。★《史记·郦生陆贾列传》,《汉书·燕刺王刘旦传》今宗室子孙，曾无暴衣露冠之劳，裂地而王之，分财而赐之，父死子继，兄终弟及。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-271,暴躁如雷,bào zào rú léi,暴暴烈，急躁。急怒叫跳，象打雷一样猛烈。形容又急又怒，大发脾气的样子。,严贡生越发恼得～。★清·吴敬梓《儒林外史》第六回,《古诗为焦仲卿妻作》我有亲父兄，性行暴如雷。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-272,卑辞重币,bēi cí zhòng bì,卑谦恭；重厚；币礼物。说谦虚的话，送厚重的礼。形容对人有所求。,君诚不惜～，以求诸侯于楚，楚必许之。★明·冯梦龙《东周列国志》第三十三回,《战国策·秦策三》楚赵附则齐必惧，惧必卑辞重币以事秦。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-273,卑宫菲食,bēi gōng fěi shí,指宫室简陋，饮食菲薄。旧时用以称美朝廷自奉节俭的功德。,～，以丰功臣之赏；披怀虚己，以纳谟士之算。★晋·陆机《辩亡论下》,语出《论语·泰伯》禹，吾无间然矣！菲饮食，而致孝乎鬼神；恶衣服，而致美乎黻冕；卑宫室，而尽力乎沟洫。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-274,卑躬屈节,bēi gōng qū jié,卑躬低头弯腰；屈节屈辱节操。形容没有骨气，低声下气地讨好奉承。,小兔子～，拿了愚表弟萧慎的名片。★清·李宝嘉《官场现形记》第四十二回,宋·魏了翁《江陵州丛兰精舍记》公卿大臣皆卑躬屈膝唯后，虽谢安石之贤也，而犹不能免。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-275,卑躬屈膝,bēi gōng qū xī,卑躬低头弯腰；屈膝下跪。形容没有骨气，低声下气地讨好奉承。,不管有多大困难也不能向朝廷～，用变节投降的办法，苟安一时。★姚雪垠《李自成》第一卷第十四章,宋·魏了翁《江陵州丛兰精舍记》公卿大臣皆卑躬屈膝唯后，虽谢安石之贤也，而犹不能免。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-276,卑礼厚币,bēi lǐ hòu bì,卑礼谦恭的礼节；厚币厚重的币帛。比喻聘请人员的郑重殷切。,朝廷～来延聘他，他在宋朝有多大的前程，要装模作样，高蹈远引，这便是不中抬举了。★清·吴趼人《痛史》第二十回,《史记·魏世家》惠王数败于军旅，卑礼厚币以招贤。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-277,杯弓蛇影,bēi gōng shé yǐng,将映在酒杯里的弓影误认为蛇。比喻因疑神疑鬼而引起恐惧。,金玦厖凉含隐痛，～负奇冤。★清·黄遵宪《感事》诗,汉·应劭《风俗通义·世间多有见怪》时北壁上有悬赤弩照于杯，形如蛇。宣畏恶之，然不敢不饮。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-278,杯盘狼藉,bēi pán láng jí,狼藉象狼窝里的草那样散乱。杯子盘子乱七八糟地放着。形容吃喝以后桌面杂乱的样子。,这桌子微醺，那桌子半酣，～，言语喧哗。★清·李绿园《歧路灯》第八十八回,《史记·滑稽列传》日暮酒阑，合尊促坐，男女同席，履舄交错，杯盘狠藉。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-279,杯盘狼籍,bēi pán láng jí,杯盘等放得乱七八糟。形容宴饮已毕或将毕时的情景。,[美娘]醉眼朦胧，看见房中灯烛辉煌，～。★《醒世恒言·卖油郎独占花魁》,见杯盘狼藉”。,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-280,杯水车薪,bēi shuǐ chē xīn,用一杯水去救一车着了火的柴草。比喻力量太小，解决不了问题。,有新债未动毫分的，除了承许夏鼎三十两外，大有～之状。★清·李绿园《歧路灯》第七十四回,《孟子·告子上》今之为人者，犹以一杯水救一车薪之火也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-281,杯中蛇影,bēi zhōng shé yǐng,比喻因疑神疑鬼而引起恐惧。同杯弓蛇影”。,～，《世说》以为乐广事，《风俗通》以为主簿杜宣事。★清·袁枚《随园随笔·古书所载不同》,明·程登吉《幼学琼林·鸟兽》杯中蛇影，自起猜疑；塞翁失马，难分祸福。龙驹凤雏，晋闵鸿夸吴中陆士龙之异；伏龙凤雏，司马徽称孔明庞士元之奇。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-282,悲不自胜,bēi bù zì shèng,胜能承受。悲伤得自己不能承受。形容极度悲伤。,是年冬初，丽人无故，忽潸然泪下，～，怪而问之，初则隐忍弗言，继则举声大恸。★明·李昌祺《剪灯余话·秋夕访琵琶亭记》,汉·荀悦《汉纪·平帝纪》太后因号泣而言，左右莫不垂涕，舜百万不自胜。”北周·庾信《哀江南赋序》《燕歌》远别，悲不自胜。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-283,悲欢离合,bēi huān lí hé,悲伤、欢乐、离散、聚会。泛指生活中经历的各种境遇和由此产生的各种心情。,童年的记忆最单纯最真切，影响最深最久，种种～，回想起来最有意思。★朱自清《我是扬州人》,宋·苏轼《水调歌头》词人有悲欢离合，月有阴睛阳缺，此事古难全。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-284,悲天悯人,bēi tiān mǐn rén,悲天哀叹时世；悯人怜惜众人。指哀叹时世的艰难，怜惜人们的痛苦。,君生平绝口弗谈政治，独其～之怀，流露于不自觉，有如此者。★柳亚子《燕子龛遗诗序》,唐·韩愈《争臣论》彼二圣一贤者，岂不知自安佚之为乐哉？诚畏天命而悲人穷也。”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
source-285,北门锁钥,běi mén suǒ yuè,原指北城门上的锁和钥匙◇借指北方的军事要地。,宋·朱熹《五朝名臣言行录》皇上以朝廷无事，北门锁钥，非准不可。”,《左传·僖公三十二年》杞子自郑使告于秦，曰‘郑人使我掌其北门之管，若潜师以来，国可得也。’”,crazywhalecc/idiom-database · MIT · 数据说明来自 pwxcoo/chinese-xinhua；原始文件：https://raw.githubusercontent.com/crazywhalecc/idiom-database/master/data/idiom.json,MIT（以源仓库声明为准）,四字词、拼音字段、释义字段、重复项检查通过,自动二审通过，待人工终审
